	collector	path6	path4	len4	len6
286	LINX, London	[286, 702, 8674, 29216]	[286, 1257, 8674, 29216]	4.0	4.0
680	Frankfurt, Germany	[680, 6939, 8674, 29216]	[680, 20965, 2603, 8674, 29216]	5.0	4.0
1280	Palo Alto, USA	[1280, 9264, 8674, 29216]	[1280, 2914, 2497, 8674, 29216]	5.0	4.0
1916	Sao Paulo, Brazil	[1916, 6939, 8674, 29216]	[1916, 8674, 29216]	3.0	4.0
2914	Palo Alto, USA	[2914, 2603, 8674, 29216]	[2914, 2497, 8674, 29216]	4.0	4.0
5396	Milan, Italy	[5396, 6939, 8674, 29216]	[5396, 8966, 35313, 8674, 29216]	5.0	4.0
6453	AMS-IX and NL-IX, Amsterdam	[6453, 8966, 35313, 8674, 29216]	[6453, 1257, 8674, 29216]	4.0	5.0
7018	RIPE NCC, Amsterdam	[7018, 6939, 8674, 29216]	[7018, 209, 8674, 29216]	4.0	4.0
7575	Palo Alto, USA	[7575, 2603, 8674, 29216]	[7575, 8674, 29216]	3.0	4.0
8426	France-IX, Paris	[8426, 6939, 8674, 29216]	[8426, 8966, 35313, 8674, 29216]	5.0	4.0
8758	SwissIX, Zurich	[8758, 6939, 8674, 29216]	[8758, 8966, 35313, 8674, 29216]	5.0	4.0
9304	New York (NY), USA	[9304, 6939, 8674, 29216]	[9304, 2497, 8674, 29216]	4.0	4.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 8674, 29216]	[12859, 8966, 35313, 8674, 29216]	5.0	3.0
13030	New York (NY), USA	[13030, 8966, 35313, 8674, 29216]	[13030, 2603, 8674, 29216]	4.0	5.0
14061	Palo Alto, USA	[14061, 6939, 8674, 29216]	[14061, 2914, 2497, 8674, 29216]	5.0	4.0
14840	Sao Paulo, Brazil	[14840, 6939, 8674, 29216]	[14840, 8674, 29216]	3.0	4.0
20612	SwissIX, Zurich	[20612, 1836, 8674, 29216]	[20612, 9044, 8674, 29216]	4.0	4.0
20640	Frankfurt, Germany	[20640, 6695, 8674, 29216]	[20640, 42708, 8674, 29216]	4.0	4.0
22548	Sao Paulo, Brazil	[22548, 6939, 8674, 29216]	[22548, 16735, 8674, 29216]	4.0	4.0
28329	Sao Paulo, Brazil	[28329, 6939, 8674, 29216]	[28329, 6762, 8966, 35313, 8674, 29216]	6.0	4.0
28917	Moscow, Russia	[28917, 8932, 41965, 42109, 8674, 29216]	[28917, 47872, 8932, 41965, 42109, 8674, 29216]	7.0	6.0
29608	RIPE NCC, Amsterdam	[29608, 6939, 8674, 29216]	[29608, 3356, 2611, 8674, 29216]	5.0	4.0
29691	SwissIX, Zurich	[29691, 6939, 8674, 29216]	[29691, 6730, 8674, 29216]	4.0	4.0
34146	SwissIX, Zurich	[34146, 6939, 8674, 29216]	[34146, 29075, 8674, 29216]	4.0	4.0
47872	Stockholm, Sweden	[47872, 8674, 29216]	[47872, 8932, 41965, 42109, 8674, 29216]	6.0	3.0
48166	Frankfurt, Germany	[48166, 8674, 29216]	[48166, 42708, 8674, 29216]	4.0	3.0
49835	CATNIX, Barcelona	[49835, 6939, 8674, 29216]	[49835, 2914, 8674, 29216]	4.0	4.0
50620	France-IX, Paris	[50620, 6939, 8674, 29216]	[50620, 8966, 35313, 8674, 29216]	5.0	4.0
51405	France-IX, Paris	[51405, 6939, 8674, 29216]	[51405, 24611, 6661, 8674, 29216]	5.0	4.0
52888	Sao Paulo, Brazil	[52888, 6939, 8674, 29216]	[52888, 1916, 8674, 29216]	4.0	4.0
53070	Sao Paulo, Brazil	[53070, 6939, 8674, 29216]	[53070, 10429, 12956, 8674, 29216]	5.0	4.0
57118	SwissIX, Zurich	[57118, 6939, 8674, 29216]	[57118, 29691, 6730, 8674, 29216]	5.0	4.0
57381	RIPE NCC, Amsterdam	[57381, 42708, 8674, 29216]	[57381, 50304, 2603, 8674, 29216]	5.0	4.0
57821	RIPE NCC, Amsterdam	[57821, 6939, 8674, 29216]	[57821, 12586, 31025, 42708, 8674, 29216]	6.0	4.0
58308	France-IX, Paris	[58308, 6939, 8674, 29216]	[58308, 8966, 35313, 8674, 29216]	5.0	4.0
59689	France-IX, Paris	[59689, 6939, 8674, 29216]	[59689, 8966, 35313, 8674, 29216]	5.0	4.0
62567	New York (NY), USA	[62567, 6939, 8674, 29216]	[62567, 2603, 8674, 29216]	4.0	4.0
198249	SwissIX, Zurich	[198249, 6939, 8674, 29216]	[198249, 29691, 6730, 8674, 29216]	5.0	4.0
202032	Milan, Italy	[202032, 6939, 8674, 29216]	[202032, 8674, 29216]	3.0	4.0
262317	Sao Paulo, Brazil	[262317, 6939, 8674, 29216]	[262317, 10429, 12956, 8674, 29216]	5.0	4.0
