	collector	path4	path6	len4	len6
553	Frankfurt, Germany	[553, 12731, 20144]	[553, 6939, 20144]	3.0	3.0
680	Frankfurt, Germany	[680, 25091, 20144]	[680, 3356, 20144]	3.0	3.0
1103	AMS-IX and NL-IX, Amsterdam	[1103, 20965, 2200, 2470, 20144]	[1103, 20965, 5408, 8522, 20144]	5.0	5.0
1853	VIX, Vienna	[1853, 2852, 20144]	[1853, 8218, 20144]	3.0	3.0
3252	Moscow, Russia	[3252, 12883, 20144]	[3252, 13238, 20144]	3.0	3.0
4589	Frankfurt, Germany	[4589, 8473, 20144]	[4589, 12731, 20144]	3.0	3.0
6679	Moscow, Russia	[6679, 2854, 20144]	[6679, 13238, 20144]	3.0	3.0
6720	VIX, Vienna	[6720, 6939, 20144]	[6720, 1853, 8218, 20144]	3.0	4.0
6762	Palo Alto, USA	[6762, 12883, 20144]	[6762, 16735, 20144]	3.0	3.0
6881	RIPE NCC, Amsterdam	[6881, 20144]	[6881, 6939, 20144]	2.0	3.0
8447	VIX, Vienna	[8447, 8218, 20144]	[8447, 6939, 20144]	3.0	3.0
8758	RIPE NCC, Amsterdam	[8758, 6939, 20144]	[8758, 25091, 20144]	3.0	3.0
9002	Moscow, Russia	[9002, 2854, 20144]	[9002, 13238, 20144]	3.0	3.0
9189	Frankfurt, Germany	[9189, 6939, 20144]	[9189, 29208, 25248, 25192, 20144]	3.0	5.0
12859	AMS-IX and NL-IX, Amsterdam	[12859, 8473, 20144]	[12859, 12731, 20144]	3.0	3.0
13030	New York (NY), USA	[13030, 6939, 20144]	[13030, 2914, 20144]	3.0	3.0
13237	Frankfurt, Germany	[13237, 8218, 20144]	[13237, 12731, 20144]	3.0	3.0
15435	AMS-IX and NL-IX, Amsterdam	[15435, 23148, 20144]	[15435, 8218, 20144]	3.0	3.0
19151	Palo Alto, USA	[19151, 4323, 20144]	[19151, 6939, 20144]	3.0	3.0
20640	Frankfurt, Germany	[20640, 6939, 20144]	[20640, 12731, 20144]	3.0	3.0
28917	Moscow, Russia	[28917, 13238, 20144]	[28917, 12883, 20144]	3.0	3.0
29608	RIPE NCC, Amsterdam	[29608, 20144]	[29608, 30781, 20144]	2.0	3.0
29636	LINX, London	[29636, 6939, 20144]	[29636, 5580, 8954, 20144]	3.0	4.0
29686	Frankfurt, Germany	[29686, 30781, 20144]	[29686, 6939, 20144]	3.0	3.0
31019	AMS-IX and NL-IX, Amsterdam	[31019, 6939, 20144]	[31019, 8218, 20144]	3.0	3.0
48166	Frankfurt, Germany	[48166, 13238, 20144]	[48166, 20144]	3.0	2.0
56730	LINX, London	[56730, 29049, 20144]	[56730, 25091, 20144]	3.0	3.0
57381	RIPE NCC, Amsterdam	[57381, 50304, 6939, 20144]	[57381, 42708, 6939, 20144]	4.0	4.0
57821	RIPE NCC, Amsterdam	[57821, 12731, 20144]	[57821, 6939, 20144]	3.0	3.0
