	collector	path6	path4	len4	len6
286	VIX, Vienna	[286, 3257, 5459, 8674, 29216]	[286, 1257, 8674, 29216]	4.0	5.0
1103	AMS-IX and NL-IX, Amsterdam	[1103, 5413, 5459, 8674, 29216]	[1103, 2603, 8674, 29216]	4.0	5.0
1280	Palo Alto, USA	[1280, 3257, 5459, 8674, 29216]	[1280, 2497, 8674, 29216]	4.0	5.0
1853	VIX, Vienna	[1853, 2852, 3257, 5459, 8674, 29216]	[1853, 8674, 29216]	3.0	6.0
1916	Sao Paulo, Brazil	[1916, 20080, 23148, 6939, 3257, 5459, 8674, 29216]	[1916, 8674, 29216]	3.0	8.0
2497	Palo Alto, USA	[2497, 3257, 5459, 8674, 29216]	[2497, 8674, 29216]	3.0	5.0
2914	Palo Alto, USA	[2914, 3257, 5459, 8674, 29216]	[2914, 8674, 29216]	3.0	5.0
3257	Frankfurt, Germany	[3257, 5459, 8674, 29216]	[3257, 2611, 8674, 29216]	4.0	4.0
4589	Frankfurt, Germany	[4589, 3257, 5459, 8674, 29216]	[4589, 5459, 8674, 29216]	4.0	5.0
6762	Palo Alto, USA	[6762, 3257, 5459, 8674, 29216]	[6762, 8674, 29216]	3.0	5.0
6881	RIPE NCC, Amsterdam	[6881, 3257, 5459, 8674, 29216]	[6881, 3257, 2611, 8674, 29216]	5.0	5.0
8426	New York (NY), USA	[8426, 5413, 5459, 8674, 29216]	[8426, 5459, 8674, 29216]	4.0	5.0
8447	VIX, Vienna	[8447, 3257, 5459, 8674, 29216]	[8447, 8674, 29216]	3.0	5.0
8763	Frankfurt, Germany	[8763, 3257, 5459, 8674, 29216]	[8763, 8674, 29216]	3.0	5.0
9002	Moscow, Russia	[9002, 5413, 5459, 8674, 29216]	[9002, 8674, 29216]	3.0	5.0
13030	New York (NY), USA	[13030, 3257, 5459, 8674, 29216]	[13030, 8674, 29216]	3.0	5.0
13237	Frankfurt, Germany	[13237, 3257, 5459, 8674, 29216]	[13237, 8674, 29216]	3.0	5.0
19151	Frankfurt, Germany	[19151, 3257, 5459, 8674, 29216]	[19151, 8674, 29216]	3.0	5.0
20640	Frankfurt, Germany	[20640, 3257, 5459, 8674, 29216]	[20640, 6695, 8674, 29216]	4.0	5.0
22548	Sao Paulo, Brazil	[22548, 3549, 3257, 5459, 8674, 29216]	[22548, 16735, 6762, 8674, 29216]	5.0	6.0
28138	Sao Paulo, Brazil	[28138, 16735, 12956, 3257, 5459, 8674, 29216]	[28138, 16735, 6762, 8674, 29216]	5.0	7.0
29636	LINX, London	[29636, 3257, 5459, 8674, 29216]	[29636, 5459, 8674, 29216]	4.0	5.0
30132	AMS-IX and NL-IX, Amsterdam	[30132, 3257, 5459, 8674, 29216]	[30132, 6453, 8674, 29216]	4.0	5.0
34695	Milan, Italy	[34695, 6939, 3257, 5459, 8674, 29216]	[34695, 8674, 29216]	3.0	6.0
196613	RIPE NCC, Amsterdam	[196613, 1125, 1103, 5413, 5459, 8674, 29216]	[196613, 1125, 1103, 2603, 8674, 29216]	6.0	7.0
